,A,B,overlap
208,Ntome_NODE_4877_length_3116_cov_12,Ntome_NODE_469_length_6104_cov_173,Ntome_NODE_7084_length_2642_cov_14
209,Ntome_NODE_4878_length_3115_cov_294,Ntome_NODE_3218_length_3615_cov_10,Ntome_NODE_7085_length_2641_cov_248
210,Ntome_NODE_4879_length_3115_cov_261,Ntome_NODE_15794_length_1558_cov_310,Ntome_NODE_7154_length_2630_cov_20
211,Ntome_NODE_4892_length_3113_cov_34,Ntome_NODE_4562_length_3194_cov_88,Ntome_NODE_7168_length_2628_cov_84
212,Ntome_NODE_4900_length_3111_cov_259,Ntome_NODE_6317_length_2784_cov_281,Ntome_NODE_7180_length_2625_cov_161
213,Ntome_NODE_4911_length_3109_cov_29,Ntome_NODE_1592_length_4461_cov_293,Ntome_NODE_7200_length_2622_cov_120
214,Ntome_NODE_4927_length_3104_cov_178,Ntome_NODE_2866_length_3750_cov_242,Ntome_NODE_7234_length_2617_cov_189
215,Ntome_NODE_4956_length_3089_cov_50,Ntome_NODE_5335_length_3000_cov_37,Ntome_NODE_7262_length_2611_cov_228
216,Ntome_NODE_4980_length_3082_cov_15,Ntome_NODE_3415_length_3543_cov_139,Ntome_NODE_7293_length_2605_cov_292
217,Ntome_NODE_5049_length_3066_cov_75,Ntome_NODE_3487_length_3522_cov_112,Ntome_NODE_7325_length_2600_cov_62
218,Ntome_NODE_5060_length_3063_cov_35,Ntome_NODE_5205_length_3030_cov_136,Ntome_NODE_7332_length_2598_cov_59
219,Ntome_NODE_5093_length_3055_cov_222,Ntome_NODE_255_length_7035_cov_303,Ntome_NODE_7346_length_2595_cov_137
220,Ntome_NODE_5094_length_3055_cov_198,Ntome_NODE_20815_length_1131_cov_24,Ntome_NODE_7347_length_2595_cov_137
221,Ntome_NODE_5097_length_3054_cov_279,Ntome_NODE_3056_length_3677_cov_158,Ntome_NODE_7365_length_2592_cov_69
222,Ntome_NODE_5098_length_3054_cov_229,Ntome_NODE_4889_length_3113_cov_211,Ntome_NODE_7400_length_2585_cov_99
223,Ntome_NODE_5109_length_3052_cov_106,Ntome_NODE_2090_length_4113_cov_293,Ntome_NODE_7407_length_2584_cov_243
224,Ntome_NODE_5165_length_3041_cov_10,Ntome_NODE_5524_length_2956_cov_71,Ntome_NODE_7446_length_2578_cov_247
225,Ntome_NODE_5171_length_3038_cov_295,Ntome_NODE_674_length_5607_cov_111,Ntome_NODE_7466_length_2575_cov_189
226,Ntome_NODE_5176_length_3037_cov_298,Ntome_NODE_3237_length_3608_cov_236,Ntome_NODE_7509_length_2570_cov_45
227,Ntome_NODE_5179_length_3036_cov_295,Ntome_NODE_3603_length_3484_cov_168,Ntome_NODE_7520_length_2567_cov_157
228,Ntome_NODE_5191_length_3033_cov_206,Ntome_NODE_5086_length_3056_cov_251,Ntome_NODE_7536_length_2565_cov_33
229,Ntome_NODE_5194_length_3032_cov_238,Ntome_NODE_3224_length_3612_cov_114,Ntome_NODE_7538_length_2564_cov_290
230,Ntome_NODE_5211_length_3028_cov_87,Ntome_NODE_5312_length_3004_cov_299,Ntome_NODE_7544_length_2564_cov_121
231,Ntome_NODE_5222_length_3023_cov_297,Ntome_NODE_2475_length_3918_cov_227,Ntome_NODE_7557_length_2562_cov_160
232,Ntome_NODE_5239_length_3019_cov_278,Ntome_NODE_3088_length_3662_cov_215,Ntome_NODE_7601_length_2553_cov_294
233,Ntome_NODE_5246_length_3018_cov_176,Ntome_NODE_4205_length_3292_cov_228,Ntome_NODE_7611_length_2552_cov_257
234,Ntome_NODE_5261_length_3015_cov_153,Ntome_NODE_5386_length_2989_cov_35,Ntome_NODE_7678_length_2544_cov_195
235,Ntome_NODE_5264_length_3014_cov_75,Ntome_NODE_29202_length_660_cov_16,Ntome_NODE_7695_length_2542_cov_13
236,Ntome_NODE_5265_length_3015_cov_56,Ntome_NODE_20757_length_1134_cov_120,Ntome_NODE_7707_length_2539_cov_45
237,Ntome_NODE_5308_length_3005_cov_155,Ntome_NODE_6537_length_2741_cov_50,Ntome_NODE_7722_length_2537_cov_221
238,Ntome_NODE_5322_length_3002_cov_233,Ntome_NODE_5227_length_3023_cov_133,Ntome_NODE_7730_length_2536_cov_106
239,Ntome_NODE_5327_length_3001_cov_134,Ntome_NODE_8602_length_2398_cov_279,Ntome_NODE_7743_length_2533_cov_286
240,Ntome_NODE_5332_length_3000_cov_223,Ntome_NODE_3392_length_3549_cov_303,Ntome_NODE_7749_length_2533_cov_71
241,Ntome_NODE_5338_length_2999_cov_64,Ntome_NODE_18140_length_1347_cov_232,Ntome_NODE_7753_length_2532_cov_79
242,Ntome_NODE_5373_length_2992_cov_282,Ntome_NODE_1507_length_4529_cov_202,Ntome_NODE_7777_length_2528_cov_63
243,Ntome_NODE_5387_length_2988_cov_268,Ntome_NODE_4152_length_3306_cov_303,Ntome_NODE_7797_length_2525_cov_226
244,Ntome_NODE_5418_length_2982_cov_99,Ntome_NODE_6375_length_2772_cov_182,Ntome_NODE_7804_length_2524_cov_132
245,Ntome_NODE_5423_length_2981_cov_37,Ntome_NODE_7416_length_2583_cov_246,Ntome_NODE_7822_length_2520_cov_288
246,Ntome_NODE_5438_length_2976_cov_161,Ntome_NODE_5698_length_2918_cov_144,Ntome_NODE_7832_length_2518_cov_269
247,Ntome_NODE_5462_length_2972_cov_52,Ntome_NODE_6059_length_2837_cov_225,Ntome_NODE_7912_length_2504_cov_244
248,Ntome_NODE_5482_length_2966_cov_301,Ntome_NODE_6910_length_2672_cov_292,Ntome_NODE_7918_length_2504_cov_111
249,Ntome_NODE_5554_length_2949_cov_267,Ntome_NODE_5226_length_3023_cov_264,Ntome_NODE_7926_length_2502_cov_72
250,Ntome_NODE_5571_length_2945_cov_209,Ntome_NODE_5676_length_2922_cov_280,Ntome_NODE_7933_length_2500_cov_155
251,Ntome_NODE_5574_length_2945_cov_107,Ntome_NODE_5606_length_2937_cov_163,Ntome_NODE_7948_length_2498_cov_283
252,Ntome_NODE_5593_length_2940_cov_227,Ntome_NODE_1846_length_4275_cov_178,Ntome_NODE_7973_length_2494_cov_227
253,Ntome_NODE_5665_length_2924_cov_102,Ntome_NODE_971_length_5124_cov_281,Ntome_NODE_7977_length_2494_cov_137
254,Ntome_NODE_5666_length_2924_cov_31,Ntome_NODE_283_length_6844_cov_290,Ntome_NODE_7992_length_2491_cov_283
255,Ntome_NODE_5673_length_2922_cov_33,Ntome_NODE_2109_length_4104_cov_88,Ntome_NODE_8004_length_2490_cov_248
256,Ntome_NODE_5687_length_2921_cov_104,Ntome_NODE_4930_length_3103_cov_34,Ntome_NODE_8018_length_2488_cov_298
257,Ntome_NODE_5714_length_2914_cov_171,Ntome_NODE_6857_length_2684_cov_77,Ntome_NODE_8019_length_2488_cov_296
258,Ntome_NODE_5721_length_2913_cov_93,Ntome_NODE_2950_length_3719_cov_298,Ntome_NODE_8032_length_2486_cov_44
259,Ntome_NODE_5734_length_2909_cov_243,Ntome_NODE_1190_length_4849_cov_237,Ntome_NODE_8043_length_2484_cov_270
260,Ntome_NODE_5763_length_2904_cov_296,Ntome_NODE_1694_length_4385_cov_96,Ntome_NODE_8058_length_2482_cov_96
261,Ntome_NODE_5764_length_2904_cov_296,Ntome_NODE_3547_length_3502_cov_35,Ntome_NODE_8065_length_2481_cov_122
262,Ntome_NODE_5777_length_2900_cov_306,Ntome_NODE_148_length_7871_cov_262,Ntome_NODE_8091_length_2476_cov_122
263,Ntome_NODE_5780_length_2900_cov_261,Ntome_NODE_983_length_5116_cov_187,Ntome_NODE_8096_length_2475_cov_190
264,Ntome_NODE_5809_length_2892_cov_178,Ntome_NODE_1688_length_4387_cov_234,Ntome_NODE_8128_length_2471_cov_218
265,Ntome_NODE_5864_length_2881_cov_29,Ntome_NODE_5010_length_3077_cov_13,Ntome_NODE_8140_length_2469_cov_257
266,Ntome_NODE_5866_length_2880_cov_247,Ntome_NODE_5678_length_2922_cov_249,Ntome_NODE_8166_length_2465_cov_233
267,Ntome_NODE_5869_length_2880_cov_43,Ntome_NODE_28744_length_678_cov_241,Ntome_NODE_8211_length_2458_cov_236
268,Ntome_NODE_5884_length_2874_cov_259,Ntome_NODE_5731_length_2910_cov_270,Ntome_NODE_8227_length_2454_cov_283
269,Ntome_NODE_5900_length_2871_cov_282,Ntome_NODE_28565_length_686_cov_5,Ntome_NODE_8240_length_2453_cov_182
270,Ntome_NODE_5909_length_2870_cov_176,Ntome_NODE_1943_length_4211_cov_178,Ntome_NODE_8262_length_2447_cov_291
271,Ntome_NODE_5911_length_2870_cov_71,Ntome_NODE_835_length_5331_cov_242,Ntome_NODE_8287_length_2443_cov_283
272,Ntome_NODE_5927_length_2867_cov_54,Ntome_NODE_3762_length_3432_cov_290,Ntome_NODE_8295_length_2442_cov_147
273,Ntome_NODE_5932_length_2865_cov_261,Ntome_NODE_4525_length_3204_cov_41,Ntome_NODE_8314_length_2440_cov_110
274,Ntome_NODE_5937_length_2864_cov_63,Ntome_NODE_7562_length_2560_cov_292,Ntome_NODE_8321_length_2439_cov_131
275,Ntome_NODE_5954_length_2860_cov_197,Ntome_NODE_17522_length_1401_cov_25,Ntome_NODE_8339_length_2437_cov_11
276,Ntome_NODE_5969_length_2855_cov_97,Ntome_NODE_4463_length_3216_cov_246,Ntome_NODE_8410_length_2425_cov_185
277,Ntome_NODE_5970_length_2855_cov_87,Ntome_NODE_2054_length_4138_cov_177,Ntome_NODE_8450_length_2420_cov_178
278,Ntome_NODE_6001_length_2847_cov_36,Ntome_NODE_9651_length_2245_cov_271,Ntome_NODE_8452_length_2420_cov_27
279,Ntome_NODE_6055_length_2837_cov_300,Ntome_NODE_4924_length_3104_cov_262,Ntome_NODE_8466_length_2417_cov_269
280,Ntome_NODE_6056_length_2837_cov_283,Ntome_NODE_29979_length_629_cov_5,Ntome_NODE_8513_length_2411_cov_236
281,Ntome_NODE_6084_length_2833_cov_94,Ntome_NODE_12982_length_1844_cov_104,Ntome_NODE_8542_length_2407_cov_26
282,Ntome_NODE_6105_length_2829_cov_301,Ntome_NODE_228_length_7228_cov_122,Ntome_NODE_8553_length_2406_cov_53
283,Ntome_NODE_6117_length_2828_cov_71,Ntome_NODE_6072_length_2835_cov_122,Ntome_NODE_8633_length_2394_cov_126
284,Ntome_NODE_6125_length_2827_cov_22,Ntome_NODE_3037_length_3684_cov_152,Ntome_NODE_8756_length_2377_cov_97
285,Ntome_NODE_6129_length_2826_cov_83,Ntome_NODE_1180_length_4860_cov_111,Ntome_NODE_8757_length_2377_cov_65
286,Ntome_NODE_6150_length_2823_cov_60,Ntome_NODE_2306_length_4002_cov_267,Ntome_NODE_8772_length_2374_cov_104
287,Ntome_NODE_6226_length_2805_cov_50,Ntome_NODE_4404_length_3237_cov_141,Ntome_NODE_8778_length_2373_cov_184
288,Ntome_NODE_6234_length_2802_cov_59,Ntome_NODE_3543_length_3503_cov_124,Ntome_NODE_8902_length_2353_cov_289
289,Ntome_NODE_6235_length_2801_cov_252,Ntome_NODE_2110_length_4103_cov_276,Ntome_NODE_8921_length_2351_cov_30
290,Ntome_NODE_6273_length_2792_cov_37,Ntome_NODE_8713_length_2382_cov_201,Ntome_NODE_8926_length_2350_cov_61
291,Ntome_NODE_6279_length_2792_cov_56,Ntome_NODE_6921_length_2670_cov_47,Ntome_NODE_8938_length_2347_cov_281
292,Ntome_NODE_6283_length_2790_cov_278,Ntome_NODE_5740_length_2908_cov_195,Ntome_NODE_8940_length_2347_cov_195
293,Ntome_NODE_6301_length_2787_cov_265,Ntome_NODE_3878_length_3394_cov_102,Ntome_NODE_8941_length_2347_cov_142
294,Ntome_NODE_6310_length_2786_cov_166,Ntome_NODE_6800_length_2694_cov_300,Ntome_NODE_8963_length_2344_cov_12
295,Ntome_NODE_6329_length_2782_cov_170,Ntome_NODE_4051_length_3334_cov_237,Ntome_NODE_8990_length_2340_cov_170
296,Ntome_NODE_6339_length_2781_cov_69,Ntome_NODE_3294_length_3590_cov_41,Ntome_NODE_8997_length_2339_cov_263
297,Ntome_NODE_6352_length_2777_cov_153,Ntome_NODE_6399_length_2767_cov_84,Ntome_NODE_9038_length_2332_cov_217
298,Ntome_NODE_6357_length_2776_cov_203,Ntome_NODE_7477_length_2574_cov_115,Ntome_NODE_9044_length_2331_cov_289
299,Ntome_NODE_6361_length_2775_cov_221,Ntome_NODE_479_length_6085_cov_276,Ntome_NODE_9089_length_2325_cov_32
300,Ntome_NODE_6371_length_2773_cov_264,Ntome_NODE_1597_length_4456_cov_100,Ntome_NODE_9150_length_2318_cov_71
301,Ntome_NODE_6372_length_2773_cov_92,Ntome_NODE_6375_length_2772_cov_182,Ntome_NODE_9198_length_2308_cov_253
302,Ntome_NODE_6393_length_2769_cov_50,Ntome_NODE_5034_length_3068_cov_281,Ntome_NODE_9242_length_2303_cov_119
303,Ntome_NODE_6405_length_2766_cov_114,Ntome_NODE_317_length_6640_cov_140,Ntome_NODE_9273_length_2300_cov_31
304,Ntome_NODE_6407_length_2765_cov_12,Ntome_NODE_5189_length_3035_cov_151,Ntome_NODE_9330_length_2291_cov_295
305,Ntome_NODE_6416_length_2764_cov_192,Ntome_NODE_5898_length_2872_cov_41,Ntome_NODE_9338_length_2291_cov_49
306,Ntome_NODE_6429_length_2760_cov_278,Ntome_NODE_5773_length_2902_cov_258,Ntome_NODE_9359_length_2288_cov_107
307,Ntome_NODE_6446_length_2758_cov_48,Ntome_NODE_14348_length_1700_cov_288,Ntome_NODE_9370_length_2286_cov_292
308,Ntome_NODE_6449_length_2758_cov_16,Ntome_NODE_560_length_5870_cov_259,Ntome_NODE_9385_length_2284_cov_66
309,Ntome_NODE_6466_length_2754_cov_302,Ntome_NODE_5488_length_2964_cov_188,Ntome_NODE_9386_length_2283_cov_171
310,Ntome_NODE_6473_length_2753_cov_285,Ntome_NODE_2693_length_3817_cov_121,Ntome_NODE_9451_length_2274_cov_281
311,Ntome_NODE_6498_length_2749_cov_74,Ntome_NODE_3186_length_3625_cov_255,Ntome_NODE_9482_length_2272_cov_18
312,Ntome_NODE_6508_length_2747_cov_88,Ntome_NODE_1056_length_5012_cov_209,Ntome_NODE_9503_length_2269_cov_217
313,Ntome_NODE_6514_length_2746_cov_126,Ntome_NODE_6810_length_2693_cov_83,Ntome_NODE_9525_length_2266_cov_286
314,Ntome_NODE_6564_length_2736_cov_124,Ntome_NODE_1039_length_5030_cov_156,Ntome_NODE_9555_length_2260_cov_126
315,Ntome_NODE_6567_length_2735_cov_294,Ntome_NODE_7571_length_2558_cov_277,Ntome_NODE_9621_length_2250_cov_264
316,Ntome_NODE_6569_length_2735_cov_123,Ntome_NODE_4644_length_3173_cov_218,Ntome_NODE_9626_length_2250_cov_11
317,Ntome_NODE_6593_length_2732_cov_44,Ntome_NODE_17135_length_1437_cov_6,Ntome_NODE_9769_length_2229_cov_147
318,Ntome_NODE_6614_length_2727_cov_108,Ntome_NODE_2172_length_4075_cov_32,Ntome_NODE_9783_length_2228_cov_45
319,Ntome_NODE_6632_length_2723_cov_249,Ntome_NODE_2393_length_3964_cov_240,Ntome_NODE_9809_length_2224_cov_70
320,Ntome_NODE_6643_length_2721_cov_280,Ntome_NODE_1714_length_4371_cov_239,Ntome_NODE_9819_length_2222_cov_239
321,Ntome_NODE_6655_length_2719_cov_288,Ntome_NODE_1124_length_4927_cov_46,Ntome_NODE_9842_length_2220_cov_23
322,Ntome_NODE_6656_length_2719_cov_275,Ntome_NODE_6786_length_2695_cov_229,Ntome_NODE_9847_length_2219_cov_38
323,Ntome_NODE_6673_length_2717_cov_27,Ntome_NODE_2917_length_3729_cov_105,Ntome_NODE_9851_length_2218_cov_244
324,Ntome_NODE_6690_length_2715_cov_12,Ntome_NODE_7147_length_2630_cov_295,Ntome_NODE_9874_length_2216_cov_81
325,Ntome_NODE_6729_length_2707_cov_30,Ntome_NODE_2854_length_3754_cov_223,Ntome_NODE_9878_length_2215_cov_258
326,Ntome_NODE_6737_length_2705_cov_207,Ntome_NODE_12951_length_1846_cov_104,Ntome_NODE_9885_length_2215_cov_87
327,Ntome_NODE_6748_length_2704_cov_179,Ntome_NODE_3779_length_3427_cov_54,Ntome_NODE_9892_length_2214_cov_126
328,Ntome_NODE_6749_length_2704_cov_152,Ntome_NODE_3241_length_3607_cov_273,Ntome_NODE_9912_length_2211_cov_266
329,Ntome_NODE_6752_length_2703_cov_287,Ntome_NODE_6701_length_2713_cov_166,Ntome_NODE_9949_length_2206_cov_6
330,Ntome_NODE_6765_length_2700_cov_110,Ntome_NODE_34367_length_402_cov_3,Ntome_NODE_9966_length_2204_cov_50
331,Ntome_NODE_6781_length_2698_cov_161,Ntome_NODE_4593_length_3184_cov_156,Ntome_NODE_9969_length_2203_cov_293
332,Ntome_NODE_6787_length_2696_cov_222,Ntome_NODE_2301_length_4006_cov_268,Ntome_NODE_10019_length_2197_cov_195
333,Ntome_NODE_6788_length_2695_cov_179,Ntome_NODE_1680_length_4402_cov_293,Ntome_NODE_10036_length_2195_cov_133
334,Ntome_NODE_6806_length_2694_cov_128,Ntome_NODE_3971_length_3363_cov_123,Ntome_NODE_10052_length_2193_cov_229
335,Ntome_NODE_6854_length_2684_cov_196,Ntome_NODE_1974_length_4191_cov_114,Ntome_NODE_10121_length_2183_cov_45
336,Ntome_NODE_6861_length_2683_cov_61,Ntome_NODE_8781_length_2373_cov_110,Ntome_NODE_10130_length_2181_cov_268
337,Ntome_NODE_6865_length_2682_cov_179,Ntome_NODE_7367_length_2591_cov_195,Ntome_NODE_10152_length_2177_cov_200
338,Ntome_NODE_6886_length_2677_cov_133,Ntome_NODE_1753_length_4340_cov_241,Ntome_NODE_10173_length_2174_cov_284
339,Ntome_NODE_6893_length_2676_cov_40,Ntome_NODE_6980_length_2658_cov_260,Ntome_NODE_10230_length_2166_cov_32
340,Ntome_NODE_6930_length_2667_cov_198,Ntome_NODE_9650_length_2245_cov_290,Ntome_NODE_10232_length_2165_cov_309
341,Ntome_NODE_6934_length_2666_cov_264,Ntome_NODE_1250_length_4785_cov_87,Ntome_NODE_10283_length_2158_cov_191
342,Ntome_NODE_6935_length_2666_cov_255,Ntome_NODE_13676_length_1769_cov_253,Ntome_NODE_10285_length_2158_cov_99
343,Ntome_NODE_6939_length_2666_cov_88,Ntome_NODE_772_length_5430_cov_171,Ntome_NODE_10354_length_2152_cov_19
344,Ntome_NODE_6946_length_2664_cov_239,Ntome_NODE_964_length_5140_cov_108,Ntome_NODE_10380_length_2148_cov_187
345,Ntome_NODE_6961_length_2661_cov_251,Ntome_NODE_5243_length_3019_cov_74,Ntome_NODE_10403_length_2145_cov_61
346,Ntome_NODE_6977_length_2659_cov_19,Ntome_NODE_84_length_8783_cov_174,Ntome_NODE_10409_length_2144_cov_229
347,Ntome_NODE_7011_length_2652_cov_289,Ntome_NODE_1457_length_4571_cov_272,Ntome_NODE_10415_length_2144_cov_43
348,Ntome_NODE_7045_length_2647_cov_184,Ntome_NODE_10210_length_2169_cov_173,Ntome_NODE_10418_length_2143_cov_231
349,Ntome_NODE_7072_length_2643_cov_146,Ntome_NODE_6530_length_2743_cov_103,Ntome_NODE_10422_length_2143_cov_67
350,Ntome_NODE_7075_length_2643_cov_26,Ntome_NODE_4584_length_3186_cov_27,Ntome_NODE_10457_length_2137_cov_295
351,Ntome_NODE_7077_length_2642_cov_228,Ntome_NODE_6779_length_2698_cov_48,Ntome_NODE_10480_length_2134_cov_226
352,Ntome_NODE_7108_length_2636_cov_252,Ntome_NODE_6968_length_2660_cov_266,Ntome_NODE_10512_length_2130_cov_287
353,Ntome_NODE_7132_length_2633_cov_262,Ntome_NODE_2302_length_4005_cov_229,Ntome_NODE_10517_length_2130_cov_196
354,Ntome_NODE_7138_length_2632_cov_37,Ntome_NODE_7179_length_2625_cov_177,Ntome_NODE_10570_length_2124_cov_80
355,Ntome_NODE_7158_length_2629_cov_180,Ntome_NODE_7879_length_2511_cov_261,Ntome_NODE_10587_length_2122_cov_56
356,Ntome_NODE_7174_length_2626_cov_253,Ntome_NODE_11107_length_2059_cov_274,Ntome_NODE_10597_length_2121_cov_17
357,Ntome_NODE_7217_length_2619_cov_53,Ntome_NODE_4722_length_3154_cov_44,Ntome_NODE_10635_length_2114_cov_173
358,Ntome_NODE_7256_length_2612_cov_236,Ntome_NODE_7739_length_2534_cov_139,Ntome_NODE_10687_length_2108_cov_224
359,Ntome_NODE_7266_length_2611_cov_15,Ntome_NODE_6594_length_2731_cov_278,Ntome_NODE_10692_length_2108_cov_15
360,Ntome_NODE_7274_length_2610_cov_51,Ntome_NODE_32140_length_539_cov_264,Ntome_NODE_10699_length_2106_cov_284
361,Ntome_NODE_7323_length_2600_cov_198,Ntome_NODE_3612_length_3481_cov_133,Ntome_NODE_10704_length_2106_cov_234
362,Ntome_NODE_7338_length_2596_cov_304,Ntome_NODE_4217_length_3285_cov_72,Ntome_NODE_10718_length_2105_cov_214
363,Ntome_NODE_7339_length_2596_cov_177,Ntome_NODE_6921_length_2670_cov_47,Ntome_NODE_10771_length_2099_cov_84
364,Ntome_NODE_7349_length_2595_cov_27,Ntome_NODE_4105_length_3319_cov_273,Ntome_NODE_10786_length_2098_cov_12
365,Ntome_NODE_7351_length_2594_cov_282,Ntome_NODE_9263_length_2301_cov_79,Ntome_NODE_10792_length_2097_cov_112
366,Ntome_NODE_7375_length_2590_cov_15,Ntome_NODE_1940_length_4214_cov_47,Ntome_NODE_10810_length_2094_cov_279
367,Ntome_NODE_7381_length_2589_cov_62,Ntome_NODE_86_length_8769_cov_146,Ntome_NODE_10816_length_2094_cov_170
368,Ntome_NODE_7404_length_2585_cov_29,Ntome_NODE_13143_length_1826_cov_51,Ntome_NODE_10831_length_2092_cov_213
369,Ntome_NODE_7420_length_2583_cov_120,Ntome_NODE_4035_length_3338_cov_247,Ntome_NODE_10865_length_2089_cov_9
370,Ntome_NODE_7421_length_2583_cov_15,Ntome_NODE_5440_length_2975_cov_217,Ntome_NODE_10868_length_2088_cov_216
371,Ntome_NODE_7424_length_2582_cov_180,Ntome_NODE_9113_length_2321_cov_304,Ntome_NODE_10928_length_2082_cov_117
372,Ntome_NODE_7426_length_2582_cov_135,Ntome_NODE_26197_length_797_cov_210,Ntome_NODE_10935_length_2082_cov_14
373,Ntome_NODE_7454_length_2577_cov_224,Ntome_NODE_12529_length_1894_cov_283,Ntome_NODE_10957_length_2079_cov_155
374,Ntome_NODE_7464_length_2576_cov_13,Ntome_NODE_8050_length_2483_cov_248,Ntome_NODE_10962_length_2078_cov_100
375,Ntome_NODE_7499_length_2571_cov_69,Ntome_NODE_5280_length_3012_cov_52,Ntome_NODE_11013_length_2071_cov_161
376,Ntome_NODE_7522_length_2567_cov_106,Ntome_NODE_7480_length_2573_cov_292,Ntome_NODE_11017_length_2070_cov_275
377,Ntome_NODE_7525_length_2566_cov_229,Ntome_NODE_13433_length_1792_cov_296,Ntome_NODE_11023_length_2070_cov_16
378,Ntome_NODE_7537_length_2565_cov_17,Ntome_NODE_5720_length_2913_cov_106,Ntome_NODE_11039_length_2067_cov_264
379,Ntome_NODE_7560_length_2561_cov_292,Ntome_NODE_9208_length_2308_cov_33,Ntome_NODE_11086_length_2063_cov_72
380,Ntome_NODE_7569_length_2559_cov_40,Ntome_NODE_2217_length_4051_cov_228,Ntome_NODE_11131_length_2056_cov_243
381,Ntome_NODE_7575_length_2558_cov_32,Ntome_NODE_353_length_6496_cov_280,Ntome_NODE_11138_length_2056_cov_81
382,Ntome_NODE_7584_length_2557_cov_145,Ntome_NODE_5200_length_3031_cov_81,Ntome_NODE_11154_length_2054_cov_216
383,Ntome_NODE_7589_length_2556_cov_247,Ntome_NODE_8805_length_2369_cov_167,Ntome_NODE_11169_length_2053_cov_31
384,Ntome_NODE_7592_length_2555_cov_171,Ntome_NODE_8414_length_2425_cov_56,Ntome_NODE_11175_length_2052_cov_167
385,Ntome_NODE_7600_length_2554_cov_9,Ntome_NODE_868_length_5269_cov_120,Ntome_NODE_11182_length_2051_cov_132
386,Ntome_NODE_7609_length_2552_cov_284,Ntome_NODE_11123_length_2057_cov_113,Ntome_NODE_11184_length_2051_cov_105
387,Ntome_NODE_7621_length_2551_cov_259,Ntome_NODE_9634_length_2248_cov_248,Ntome_NODE_11191_length_2050_cov_246
388,Ntome_NODE_7637_length_2549_cov_283,Ntome_NODE_7604_length_2553_cov_160,Ntome_NODE_11192_length_2050_cov_230
389,Ntome_NODE_7651_length_2548_cov_14,Ntome_NODE_930_length_5192_cov_209,Ntome_NODE_11236_length_2045_cov_236
390,Ntome_NODE_7658_length_2547_cov_49,Ntome_NODE_7861_length_2515_cov_133,Ntome_NODE_11244_length_2044_cov_210
391,Ntome_NODE_7661_length_2546_cov_290,Ntome_NODE_293_length_6755_cov_121,Ntome_NODE_11245_length_2043_cov_209
392,Ntome_NODE_7684_length_2543_cov_242,Ntome_NODE_6571_length_2735_cov_73,Ntome_NODE_11287_length_2039_cov_148
393,Ntome_NODE_7700_length_2540_cov_302,Ntome_NODE_1602_length_4452_cov_92,Ntome_NODE_11312_length_2036_cov_55
394,Ntome_NODE_7728_length_2536_cov_244,Ntome_NODE_8235_length_2453_cov_265,Ntome_NODE_11377_length_2028_cov_105
395,Ntome_NODE_7748_length_2533_cov_74,Ntome_NODE_10088_length_2188_cov_171,Ntome_NODE_11378_length_2028_cov_70
396,Ntome_NODE_7755_length_2518_cov_300,Ntome_NODE_23160_length_974_cov_6,Ntome_NODE_11390_length_2026_cov_277
397,Ntome_NODE_7764_length_2530_cov_80,Ntome_NODE_6766_length_2700_cov_105,Ntome_NODE_11395_length_2026_cov_80
398,Ntome_NODE_7774_length_2528_cov_297,Ntome_NODE_10388_length_2147_cov_99,Ntome_NODE_11404_length_2025_cov_228
399,Ntome_NODE_7782_length_2527_cov_213,Ntome_NODE_19783_length_1211_cov_240,Ntome_NODE_11446_length_2020_cov_35
400,Ntome_NODE_7787_length_2526_cov_264,Ntome_NODE_10873_length_2088_cov_22,Ntome_NODE_11459_length_2018_cov_217
401,Ntome_NODE_7794_length_2525_cov_311,Ntome_NODE_1641_length_4426_cov_284,Ntome_NODE_11462_length_2018_cov_200
402,Ntome_NODE_7798_length_2525_cov_218,Ntome_NODE_9009_length_2338_cov_64,Ntome_NODE_11489_length_2015_cov_286
403,Ntome_NODE_7818_length_2521_cov_223,Ntome_NODE_12780_length_1864_cov_280,Ntome_NODE_11503_length_2014_cov_90
