,A,B,overlap
184,Nsylvestris_NODE_3995_length_3234_cov_25,Nsylvestris_NODE_1231_length_4670_cov_207,Nsylvestris_NODE_6025_length_2755_cov_179
185,Nsylvestris_NODE_4012_length_3230_cov_144,Nsylvestris_NODE_4276_length_3156_cov_223,Nsylvestris_NODE_6038_length_2753_cov_209
186,Nsylvestris_NODE_4038_length_3221_cov_154,Nsylvestris_NODE_1877_length_4132_cov_87,Nsylvestris_NODE_6048_length_2750_cov_146
187,Nsylvestris_NODE_4043_length_3219_cov_223,Nsylvestris_NODE_4659_length_3055_cov_57,Nsylvestris_NODE_6060_length_2747_cov_34
188,Nsylvestris_NODE_4054_length_3216_cov_205,Nsylvestris_NODE_4123_length_3195_cov_127,Nsylvestris_NODE_6079_length_2742_cov_155
189,Nsylvestris_NODE_4057_length_3216_cov_79,Nsylvestris_NODE_28349_length_612_cov_10,Nsylvestris_NODE_6085_length_2741_cov_95
190,Nsylvestris_NODE_4061_length_3215_cov_89,Nsylvestris_NODE_17685_length_1295_cov_210,Nsylvestris_NODE_6101_length_2737_cov_164
191,Nsylvestris_NODE_4063_length_3215_cov_33,Nsylvestris_NODE_4489_length_3103_cov_20,Nsylvestris_NODE_6138_length_2728_cov_155
192,Nsylvestris_NODE_4102_length_3202_cov_19,Nsylvestris_NODE_2444_length_3820_cov_223,Nsylvestris_NODE_6144_length_2727_cov_95
193,Nsylvestris_NODE_4108_length_3200_cov_149,Nsylvestris_NODE_304_length_6709_cov_224,Nsylvestris_NODE_6147_length_2727_cov_26
194,Nsylvestris_NODE_4118_length_3198_cov_53,Nsylvestris_NODE_3576_length_3372_cov_210,Nsylvestris_NODE_6173_length_2722_cov_72
195,Nsylvestris_NODE_4152_length_3189_cov_135,Nsylvestris_NODE_744_length_5355_cov_157,Nsylvestris_NODE_6201_length_2717_cov_44
196,Nsylvestris_NODE_4255_length_3161_cov_217,Nsylvestris_NODE_9020_length_2248_cov_17,Nsylvestris_NODE_6208_length_2715_cov_79
197,Nsylvestris_NODE_4259_length_3159_cov_237,Nsylvestris_NODE_1354_length_4540_cov_191,Nsylvestris_NODE_6267_length_2704_cov_103
198,Nsylvestris_NODE_4272_length_3157_cov_155,Nsylvestris_NODE_14891_length_1561_cov_210,Nsylvestris_NODE_6273_length_2703_cov_54
199,Nsylvestris_NODE_4277_length_3156_cov_211,Nsylvestris_NODE_2347_length_3872_cov_54,Nsylvestris_NODE_6289_length_2699_cov_224
200,Nsylvestris_NODE_4302_length_3149_cov_166,Nsylvestris_NODE_2461_length_3809_cov_194,Nsylvestris_NODE_6293_length_2698_cov_227
201,Nsylvestris_NODE_4326_length_3144_cov_170,Nsylvestris_NODE_3281_length_3481_cov_139,Nsylvestris_NODE_6326_length_2693_cov_67
202,Nsylvestris_NODE_4366_length_3135_cov_207,Nsylvestris_NODE_3035_length_3573_cov_205,Nsylvestris_NODE_6341_length_2690_cov_235
203,Nsylvestris_NODE_4381_length_3131_cov_111,Nsylvestris_NODE_4500_length_3100_cov_168,Nsylvestris_NODE_6383_length_2682_cov_110
204,Nsylvestris_NODE_4422_length_3115_cov_206,Nsylvestris_NODE_2510_length_3788_cov_92,Nsylvestris_NODE_6400_length_2680_cov_156
205,Nsylvestris_NODE_4425_length_3115_cov_121,Nsylvestris_NODE_470_length_6031_cov_12,Nsylvestris_NODE_6437_length_2671_cov_158
206,Nsylvestris_NODE_4426_length_3115_cov_108,Nsylvestris_NODE_4479_length_3104_cov_188,Nsylvestris_NODE_6572_length_2648_cov_59
207,Nsylvestris_NODE_4430_length_3114_cov_175,Nsylvestris_NODE_4928_length_2990_cov_223,Nsylvestris_NODE_6604_length_2641_cov_186
208,Nsylvestris_NODE_4463_length_3107_cov_124,Nsylvestris_NODE_3746_length_3321_cov_61,Nsylvestris_NODE_6607_length_2641_cov_154
209,Nsylvestris_NODE_4477_length_3105_cov_21,Nsylvestris_NODE_3162_length_3522_cov_228,Nsylvestris_NODE_6621_length_2638_cov_188
210,Nsylvestris_NODE_4491_length_3102_cov_15,Nsylvestris_NODE_432_length_6171_cov_190,Nsylvestris_NODE_6633_length_2636_cov_207
211,Nsylvestris_NODE_4496_length_3101_cov_109,Nsylvestris_NODE_230_length_7142_cov_214,Nsylvestris_NODE_6634_length_2636_cov_172
212,Nsylvestris_NODE_4504_length_3099_cov_17,Nsylvestris_NODE_4767_length_3029_cov_209,Nsylvestris_NODE_6664_length_2631_cov_136
213,Nsylvestris_NODE_4511_length_3096_cov_123,Nsylvestris_NODE_12111_length_1856_cov_192,Nsylvestris_NODE_6710_length_2620_cov_53
214,Nsylvestris_NODE_4516_length_3095_cov_224,Nsylvestris_NODE_3253_length_3488_cov_174,Nsylvestris_NODE_6711_length_2620_cov_28
215,Nsylvestris_NODE_4550_length_3086_cov_120,Nsylvestris_NODE_7994_length_2405_cov_30,Nsylvestris_NODE_6726_length_2617_cov_36
216,Nsylvestris_NODE_4564_length_3082_cov_104,Nsylvestris_NODE_1969_length_4073_cov_46,Nsylvestris_NODE_6761_length_2611_cov_169
217,Nsylvestris_NODE_4607_length_3071_cov_8,Nsylvestris_NODE_1367_length_4529_cov_119,Nsylvestris_NODE_6772_length_2609_cov_44
218,Nsylvestris_NODE_4639_length_3060_cov_168,Nsylvestris_NODE_28700_length_598_cov_5,Nsylvestris_NODE_6789_length_2605_cov_142
219,Nsylvestris_NODE_4646_length_3058_cov_227,Nsylvestris_NODE_5371_length_2892_cov_78,Nsylvestris_NODE_6817_length_2601_cov_33
220,Nsylvestris_NODE_4648_length_3055_cov_144,Nsylvestris_NODE_4405_length_3124_cov_164,Nsylvestris_NODE_6830_length_2598_cov_165
221,Nsylvestris_NODE_4692_length_3046_cov_79,Nsylvestris_NODE_398_length_6281_cov_149,Nsylvestris_NODE_6854_length_2593_cov_232
222,Nsylvestris_NODE_4693_length_3045_cov_230,Nsylvestris_NODE_782_length_5265_cov_159,Nsylvestris_NODE_6864_length_2592_cov_57
223,Nsylvestris_NODE_4696_length_3045_cov_203,Nsylvestris_NODE_3429_length_3428_cov_56,Nsylvestris_NODE_6877_length_2588_cov_231
224,Nsylvestris_NODE_4707_length_3043_cov_123,Nsylvestris_NODE_4170_length_3185_cov_19,Nsylvestris_NODE_6894_length_2586_cov_205
225,Nsylvestris_NODE_4722_length_3040_cov_10,Nsylvestris_NODE_598_length_5712_cov_232,Nsylvestris_NODE_6921_length_2582_cov_16
226,Nsylvestris_NODE_4727_length_3038_cov_185,Nsylvestris_NODE_4354_length_3138_cov_227,Nsylvestris_NODE_6928_length_2580_cov_228
227,Nsylvestris_NODE_4777_length_3027_cov_229,Nsylvestris_NODE_4591_length_3075_cov_226,Nsylvestris_NODE_6950_length_2577_cov_58
228,Nsylvestris_NODE_4787_length_3025_cov_96,Nsylvestris_NODE_438_length_6143_cov_128,Nsylvestris_NODE_7016_length_2567_cov_108
229,Nsylvestris_NODE_4813_length_3018_cov_101,Nsylvestris_NODE_2429_length_3826_cov_206,Nsylvestris_NODE_7042_length_2563_cov_31
230,Nsylvestris_NODE_4832_length_3011_cov_226,Nsylvestris_NODE_5130_length_2942_cov_183,Nsylvestris_NODE_7075_length_2558_cov_132
231,Nsylvestris_NODE_4842_length_3009_cov_212,Nsylvestris_NODE_5122_length_2943_cov_173,Nsylvestris_NODE_7103_length_2553_cov_97
232,Nsylvestris_NODE_4849_length_3007_cov_197,Nsylvestris_NODE_2751_length_3681_cov_224,Nsylvestris_NODE_7120_length_2550_cov_62
233,Nsylvestris_NODE_4875_length_3001_cov_195,Nsylvestris_NODE_7369_length_2509_cov_200,Nsylvestris_NODE_7122_length_2550_cov_45
234,Nsylvestris_NODE_4878_length_3001_cov_44,Nsylvestris_NODE_5485_length_2865_cov_111,Nsylvestris_NODE_7133_length_2549_cov_20
235,Nsylvestris_NODE_4917_length_2993_cov_86,Nsylvestris_NODE_4748_length_3034_cov_126,Nsylvestris_NODE_7142_length_2546_cov_202
236,Nsylvestris_NODE_4920_length_2992_cov_134,Nsylvestris_NODE_358_length_6447_cov_57,Nsylvestris_NODE_7167_length_2540_cov_216
237,Nsylvestris_NODE_4926_length_2994_cov_76,Nsylvestris_NODE_3921_length_3262_cov_186,Nsylvestris_NODE_7194_length_2536_cov_40
238,Nsylvestris_NODE_4944_length_2987_cov_202,Nsylvestris_NODE_1047_length_4880_cov_146,Nsylvestris_NODE_7208_length_2532_cov_183
239,Nsylvestris_NODE_4974_length_2980_cov_99,Nsylvestris_NODE_13520_length_1704_cov_147,Nsylvestris_NODE_7213_length_2531_cov_226
240,Nsylvestris_NODE_4975_length_2979_cov_232,Nsylvestris_NODE_6893_length_2586_cov_208,Nsylvestris_NODE_7227_length_2530_cov_64
241,Nsylvestris_NODE_5002_length_2973_cov_9,Nsylvestris_NODE_1073_length_4850_cov_130,Nsylvestris_NODE_7249_length_2527_cov_102
242,Nsylvestris_NODE_5005_length_2972_cov_195,Nsylvestris_NODE_3369_length_3450_cov_157,Nsylvestris_NODE_7252_length_2526_cov_201
243,Nsylvestris_NODE_5010_length_2969_cov_237,Nsylvestris_NODE_6695_length_2623_cov_223,Nsylvestris_NODE_7287_length_2521_cov_103
244,Nsylvestris_NODE_5056_length_2959_cov_61,Nsylvestris_NODE_6161_length_2723_cov_231,Nsylvestris_NODE_7307_length_2518_cov_222
245,Nsylvestris_NODE_5090_length_2952_cov_73,Nsylvestris_NODE_2309_length_3890_cov_35,Nsylvestris_NODE_7308_length_2518_cov_219
246,Nsylvestris_NODE_5117_length_2945_cov_212,Nsylvestris_NODE_21660_length_980_cov_188,Nsylvestris_NODE_7327_length_2516_cov_59
247,Nsylvestris_NODE_5118_length_2945_cov_182,Nsylvestris_NODE_21359_length_1003_cov_9,Nsylvestris_NODE_7333_length_2515_cov_87
248,Nsylvestris_NODE_5141_length_2939_cov_200,Nsylvestris_NODE_509_length_5936_cov_229,Nsylvestris_NODE_7346_length_2513_cov_190
249,Nsylvestris_NODE_5147_length_2936_cov_213,Nsylvestris_NODE_5491_length_2863_cov_223,Nsylvestris_NODE_7414_length_2502_cov_199
250,Nsylvestris_NODE_5197_length_2926_cov_203,Nsylvestris_NODE_5484_length_2865_cov_133,Nsylvestris_NODE_7420_length_2501_cov_169
251,Nsylvestris_NODE_5212_length_2923_cov_227,Nsylvestris_NODE_2281_length_3901_cov_146,Nsylvestris_NODE_7456_length_2494_cov_226
252,Nsylvestris_NODE_5242_length_2917_cov_95,Nsylvestris_NODE_3785_length_3305_cov_170,Nsylvestris_NODE_7494_length_2486_cov_172
253,Nsylvestris_NODE_5247_length_2916_cov_201,Nsylvestris_NODE_5169_length_2933_cov_127,Nsylvestris_NODE_7527_length_2481_cov_184
254,Nsylvestris_NODE_5284_length_2908_cov_188,Nsylvestris_NODE_4804_length_3021_cov_114,Nsylvestris_NODE_7556_length_2476_cov_198
255,Nsylvestris_NODE_5287_length_2908_cov_54,Nsylvestris_NODE_914_length_5072_cov_55,Nsylvestris_NODE_7601_length_2470_cov_221
256,Nsylvestris_NODE_5289_length_2908_cov_43,Nsylvestris_NODE_8518_length_2322_cov_159,Nsylvestris_NODE_7616_length_2468_cov_210
257,Nsylvestris_NODE_5294_length_2907_cov_100,Nsylvestris_NODE_13983_length_1652_cov_146,Nsylvestris_NODE_7661_length_2459_cov_170
258,Nsylvestris_NODE_5308_length_2904_cov_234,Nsylvestris_NODE_12869_length_1778_cov_218,Nsylvestris_NODE_7663_length_2459_cov_77
259,Nsylvestris_NODE_5347_length_2897_cov_181,Nsylvestris_NODE_3368_length_3450_cov_203,Nsylvestris_NODE_7669_length_2458_cov_60
260,Nsylvestris_NODE_5351_length_2896_cov_211,Nsylvestris_NODE_757_length_5332_cov_197,Nsylvestris_NODE_7678_length_2457_cov_94
261,Nsylvestris_NODE_5379_length_2891_cov_20,Nsylvestris_NODE_1433_length_4465_cov_232,Nsylvestris_NODE_7691_length_2454_cov_166
262,Nsylvestris_NODE_5381_length_2890_cov_196,Nsylvestris_NODE_861_length_5148_cov_192,Nsylvestris_NODE_7706_length_2452_cov_78
263,Nsylvestris_NODE_5385_length_2889_cov_223,Nsylvestris_NODE_1664_length_4277_cov_124,Nsylvestris_NODE_7711_length_2451_cov_96
264,Nsylvestris_NODE_5402_length_2885_cov_198,Nsylvestris_NODE_599_length_5708_cov_168,Nsylvestris_NODE_7763_length_2443_cov_162
265,Nsylvestris_NODE_5436_length_2877_cov_27,Nsylvestris_NODE_4509_length_3096_cov_197,Nsylvestris_NODE_7772_length_2442_cov_115
266,Nsylvestris_NODE_5466_length_2870_cov_142,Nsylvestris_NODE_2323_length_3882_cov_149,Nsylvestris_NODE_7826_length_2433_cov_75
267,Nsylvestris_NODE_5468_length_2870_cov_13,Nsylvestris_NODE_1844_length_4151_cov_97,Nsylvestris_NODE_7838_length_2430_cov_207
268,Nsylvestris_NODE_5470_length_2869_cov_224,Nsylvestris_NODE_5260_length_2913_cov_183,Nsylvestris_NODE_7856_length_2427_cov_74
269,Nsylvestris_NODE_5478_length_2867_cov_46,Nsylvestris_NODE_5888_length_2786_cov_221,Nsylvestris_NODE_7871_length_2425_cov_207
270,Nsylvestris_NODE_5497_length_2862_cov_91,Nsylvestris_NODE_5437_length_2867_cov_213,Nsylvestris_NODE_7879_length_2424_cov_112
271,Nsylvestris_NODE_5502_length_2861_cov_217,Nsylvestris_NODE_997_length_4960_cov_218,Nsylvestris_NODE_7881_length_2423_cov_225
272,Nsylvestris_NODE_5507_length_2861_cov_52,Nsylvestris_NODE_2714_length_3698_cov_83,Nsylvestris_NODE_7894_length_2422_cov_99
273,Nsylvestris_NODE_5526_length_2857_cov_44,Nsylvestris_NODE_2891_length_3624_cov_203,Nsylvestris_NODE_7911_length_2418_cov_228
274,Nsylvestris_NODE_5541_length_2854_cov_70,Nsylvestris_NODE_401_length_6270_cov_204,Nsylvestris_NODE_7914_length_2418_cov_82
275,Nsylvestris_NODE_5553_length_2851_cov_91,Nsylvestris_NODE_22927_length_895_cov_227,Nsylvestris_NODE_7931_length_2415_cov_20
276,Nsylvestris_NODE_5581_length_2846_cov_210,Nsylvestris_NODE_692_length_5458_cov_100,Nsylvestris_NODE_7935_length_2414_cov_105
277,Nsylvestris_NODE_5598_length_2841_cov_122,Nsylvestris_NODE_11676_length_1908_cov_225,Nsylvestris_NODE_7948_length_2412_cov_219
278,Nsylvestris_NODE_5619_length_2835_cov_63,Nsylvestris_NODE_178_length_7523_cov_18,Nsylvestris_NODE_7968_length_2410_cov_97
279,Nsylvestris_NODE_5645_length_2829_cov_211,Nsylvestris_NODE_598_length_5712_cov_232,Nsylvestris_NODE_7971_length_2409_cov_199
280,Nsylvestris_NODE_5648_length_2828_cov_178,Nsylvestris_NODE_3388_length_3442_cov_206,Nsylvestris_NODE_7991_length_2405_cov_125
281,Nsylvestris_NODE_5686_length_2822_cov_27,Nsylvestris_NODE_5315_length_2902_cov_142,Nsylvestris_NODE_7993_length_2405_cov_45
282,Nsylvestris_NODE_5698_length_2820_cov_224,Nsylvestris_NODE_5420_length_2881_cov_149,Nsylvestris_NODE_8003_length_2403_cov_123
283,Nsylvestris_NODE_5700_length_2820_cov_134,Nsylvestris_NODE_14833_length_1566_cov_98,Nsylvestris_NODE_8030_length_2398_cov_130
284,Nsylvestris_NODE_5701_length_2820_cov_130,Nsylvestris_NODE_1360_length_4535_cov_71,Nsylvestris_NODE_8061_length_2393_cov_40
285,Nsylvestris_NODE_5752_length_2810_cov_120,Nsylvestris_NODE_1415_length_4483_cov_192,Nsylvestris_NODE_8070_length_2392_cov_29
286,Nsylvestris_NODE_5763_length_2807_cov_187,Nsylvestris_NODE_6403_length_2679_cov_155,Nsylvestris_NODE_8099_length_2387_cov_188
287,Nsylvestris_NODE_5796_length_2801_cov_132,Nsylvestris_NODE_17100_length_1348_cov_180,Nsylvestris_NODE_8117_length_2385_cov_86
288,Nsylvestris_NODE_5807_length_2799_cov_89,Nsylvestris_NODE_6723_length_2618_cov_15,Nsylvestris_NODE_8123_length_2384_cov_47
289,Nsylvestris_NODE_5847_length_2792_cov_221,Nsylvestris_NODE_1780_length_4188_cov_237,Nsylvestris_NODE_8128_length_2383_cov_172
290,Nsylvestris_NODE_5853_length_2791_cov_118,Nsylvestris_NODE_36381_length_264_cov_120,Nsylvestris_NODE_8146_length_2381_cov_140
291,Nsylvestris_NODE_5886_length_2787_cov_13,Nsylvestris_NODE_6240_length_2709_cov_88,Nsylvestris_NODE_8155_length_2379_cov_208
292,Nsylvestris_NODE_5889_length_2786_cov_214,Nsylvestris_NODE_5305_length_2905_cov_178,Nsylvestris_NODE_8166_length_2376_cov_75
293,Nsylvestris_NODE_5897_length_2783_cov_210,Nsylvestris_NODE_3839_length_3289_cov_119,Nsylvestris_NODE_8170_length_2375_cov_201
294,Nsylvestris_NODE_5900_length_2782_cov_223,Nsylvestris_NODE_1221_length_4684_cov_217,Nsylvestris_NODE_8175_length_2375_cov_65
295,Nsylvestris_NODE_5905_length_2780_cov_212,Nsylvestris_NODE_9285_length_2209_cov_91,Nsylvestris_NODE_8193_length_2372_cov_193
296,Nsylvestris_NODE_5908_length_2780_cov_41,Nsylvestris_NODE_6647_length_2634_cov_147,Nsylvestris_NODE_8194_length_2372_cov_193
297,Nsylvestris_NODE_5936_length_2773_cov_94,Nsylvestris_NODE_9863_length_2132_cov_112,Nsylvestris_NODE_8256_length_2362_cov_153
298,Nsylvestris_NODE_5942_length_2770_cov_220,Nsylvestris_NODE_2300_length_3893_cov_23,Nsylvestris_NODE_8280_length_2358_cov_42
299,Nsylvestris_NODE_5981_length_2764_cov_236,Nsylvestris_NODE_5404_length_2885_cov_27,Nsylvestris_NODE_8308_length_2354_cov_136
300,Nsylvestris_NODE_5985_length_2764_cov_19,Nsylvestris_NODE_1271_length_4622_cov_101,Nsylvestris_NODE_8320_length_2353_cov_31
301,Nsylvestris_NODE_6017_length_2757_cov_224,Nsylvestris_NODE_7489_length_2476_cov_138,Nsylvestris_NODE_8322_length_2352_cov_223
302,Nsylvestris_NODE_6037_length_2753_cov_222,Nsylvestris_NODE_10718_length_2023_cov_183,Nsylvestris_NODE_8341_length_2349_cov_221
303,Nsylvestris_NODE_6041_length_2752_cov_127,Nsylvestris_NODE_5693_length_2821_cov_111,Nsylvestris_NODE_8344_length_2349_cov_195
304,Nsylvestris_NODE_6052_length_2749_cov_37,Nsylvestris_NODE_29221_length_574_cov_13,Nsylvestris_NODE_8372_length_2345_cov_18
305,Nsylvestris_NODE_6074_length_2743_cov_161,Nsylvestris_NODE_5505_length_2861_cov_131,Nsylvestris_NODE_8392_length_2342_cov_97
306,Nsylvestris_NODE_6084_length_2741_cov_147,Nsylvestris_NODE_5166_length_2933_cov_208,Nsylvestris_NODE_8416_length_2337_cov_65
307,Nsylvestris_NODE_6127_length_2731_cov_167,Nsylvestris_NODE_63_length_9186_cov_130,Nsylvestris_NODE_8468_length_2330_cov_23
308,Nsylvestris_NODE_6142_length_2727_cov_216,Nsylvestris_NODE_8968_length_2255_cov_225,Nsylvestris_NODE_8510_length_2323_cov_142
309,Nsylvestris_NODE_6154_length_2725_cov_170,Nsylvestris_NODE_4198_length_3176_cov_225,Nsylvestris_NODE_8514_length_2322_cov_196
310,Nsylvestris_NODE_6158_length_2724_cov_117,Nsylvestris_NODE_374_length_6403_cov_158,Nsylvestris_NODE_8532_length_2321_cov_28
311,Nsylvestris_NODE_6168_length_2722_cov_230,Nsylvestris_NODE_1120_length_4801_cov_124,Nsylvestris_NODE_8608_length_2308_cov_49
312,Nsylvestris_NODE_6171_length_2722_cov_142,Nsylvestris_NODE_11423_length_1938_cov_225,Nsylvestris_NODE_8619_length_2306_cov_217
313,Nsylvestris_NODE_6174_length_2721_cov_184,Nsylvestris_NODE_28069_length_625_cov_179,Nsylvestris_NODE_8626_length_2306_cov_35
314,Nsylvestris_NODE_6185_length_2720_cov_51,Nsylvestris_NODE_6702_length_2622_cov_122,Nsylvestris_NODE_8635_length_2304_cov_28
315,Nsylvestris_NODE_6195_length_2718_cov_227,Nsylvestris_NODE_2214_length_3931_cov_223,Nsylvestris_NODE_8669_length_2298_cov_125
316,Nsylvestris_NODE_6196_length_2718_cov_213,Nsylvestris_NODE_16767_length_1375_cov_88,Nsylvestris_NODE_8747_length_2288_cov_224
317,Nsylvestris_NODE_6202_length_2717_cov_28,Nsylvestris_NODE_7681_length_2454_cov_67,Nsylvestris_NODE_8768_length_2285_cov_10
318,Nsylvestris_NODE_6246_length_2708_cov_48,Nsylvestris_NODE_366_length_6419_cov_87,Nsylvestris_NODE_8772_length_2284_cov_101
319,Nsylvestris_NODE_6251_length_2707_cov_112,Nsylvestris_NODE_6331_length_2692_cov_220,Nsylvestris_NODE_8782_length_2282_cov_141
320,Nsylvestris_NODE_6270_length_2703_cov_120,Nsylvestris_NODE_6104_length_2736_cov_188,Nsylvestris_NODE_8803_length_2279_cov_69
321,Nsylvestris_NODE_6272_length_2703_cov_78,Nsylvestris_NODE_1074_length_4848_cov_193,Nsylvestris_NODE_8824_length_2276_cov_16
322,Nsylvestris_NODE_6323_length_2693_cov_115,Nsylvestris_NODE_2516_length_3784_cov_153,Nsylvestris_NODE_8828_length_2275_cov_193
323,Nsylvestris_NODE_6334_length_2692_cov_140,Nsylvestris_NODE_6716_length_2619_cov_34,Nsylvestris_NODE_8847_length_2273_cov_24
324,Nsylvestris_NODE_6339_length_2691_cov_223,Nsylvestris_NODE_3579_length_3372_cov_28,Nsylvestris_NODE_8854_length_2272_cov_17
325,Nsylvestris_NODE_6346_length_2689_cov_230,Nsylvestris_NODE_4590_length_3075_cov_227,Nsylvestris_NODE_8860_length_2273_cov_145
326,Nsylvestris_NODE_6351_length_2688_cov_171,Nsylvestris_NODE_8843_length_2273_cov_210,Nsylvestris_NODE_8861_length_2270_cov_67
327,Nsylvestris_NODE_6352_length_2688_cov_96,Nsylvestris_NODE_6872_length_2590_cov_154,Nsylvestris_NODE_8875_length_2267_cov_201
328,Nsylvestris_NODE_6377_length_2683_cov_197,Nsylvestris_NODE_4023_length_3226_cov_150,Nsylvestris_NODE_8878_length_2267_cov_80
329,Nsylvestris_NODE_6422_length_2675_cov_78,Nsylvestris_NODE_274_length_6832_cov_223,Nsylvestris_NODE_8893_length_2265_cov_49
330,Nsylvestris_NODE_6432_length_2672_cov_168,Nsylvestris_NODE_17300_length_1331_cov_225,Nsylvestris_NODE_8906_length_2263_cov_90
331,Nsylvestris_NODE_6436_length_2671_cov_234,Nsylvestris_NODE_6944_length_2578_cov_146,Nsylvestris_NODE_8988_length_2253_cov_11
332,Nsylvestris_NODE_6444_length_2670_cov_226,Nsylvestris_NODE_1871_length_4135_cov_183,Nsylvestris_NODE_9015_length_2249_cov_160
333,Nsylvestris_NODE_6446_length_2670_cov_200,Nsylvestris_NODE_4434_length_3113_cov_64,Nsylvestris_NODE_9016_length_2249_cov_145
334,Nsylvestris_NODE_6448_length_2670_cov_145,Nsylvestris_NODE_8337_length_2350_cov_119,Nsylvestris_NODE_9038_length_2246_cov_129
335,Nsylvestris_NODE_6482_length_2664_cov_160,Nsylvestris_NODE_30428_length_492_cov_10,Nsylvestris_NODE_9047_length_2245_cov_74
336,Nsylvestris_NODE_6488_length_2663_cov_82,Nsylvestris_NODE_1726_length_4230_cov_53,Nsylvestris_NODE_9088_length_2239_cov_216
337,Nsylvestris_NODE_6490_length_2662_cov_208,Nsylvestris_NODE_5349_length_2897_cov_52,Nsylvestris_NODE_9097_length_2237_cov_142
338,Nsylvestris_NODE_6492_length_2662_cov_172,Nsylvestris_NODE_7201_length_2534_cov_190,Nsylvestris_NODE_9099_length_2237_cov_96
339,Nsylvestris_NODE_6507_length_2659_cov_215,Nsylvestris_NODE_5873_length_2789_cov_39,Nsylvestris_NODE_9105_length_2236_cov_94
340,Nsylvestris_NODE_6522_length_2657_cov_68,Nsylvestris_NODE_480_length_6013_cov_129,Nsylvestris_NODE_9145_length_2230_cov_203
341,Nsylvestris_NODE_6523_length_2657_cov_39,Nsylvestris_NODE_3219_length_3500_cov_131,Nsylvestris_NODE_9154_length_2229_cov_198
342,Nsylvestris_NODE_6537_length_2654_cov_206,Nsylvestris_NODE_6792_length_2604_cov_208,Nsylvestris_NODE_9165_length_2228_cov_179
343,Nsylvestris_NODE_6541_length_2653_cov_216,Nsylvestris_NODE_6550_length_2651_cov_182,Nsylvestris_NODE_9192_length_2225_cov_44
344,Nsylvestris_NODE_6555_length_2650_cov_113,Nsylvestris_NODE_6108_length_2735_cov_170,Nsylvestris_NODE_9193_length_2224_cov_222
345,Nsylvestris_NODE_6556_length_2650_cov_54,Nsylvestris_NODE_606_length_5689_cov_130,Nsylvestris_NODE_9197_length_2224_cov_125
346,Nsylvestris_NODE_6590_length_2645_cov_11,Nsylvestris_NODE_17030_length_1355_cov_32,Nsylvestris_NODE_9201_length_2223_cov_36
347,Nsylvestris_NODE_6591_length_2644_cov_225,Nsylvestris_NODE_783_length_5263_cov_121,Nsylvestris_NODE_9223_length_2220_cov_80
348,Nsylvestris_NODE_6596_length_2643_cov_171,Nsylvestris_NODE_1286_length_4606_cov_150,Nsylvestris_NODE_9284_length_2209_cov_95
